error, control
1023,102
1020,102
999,99
968,96
937,93
898,89
849,84
803,80
760,76
723,72
704,70
698,69
698,69
698,69
697,69
697,69
698,69
706,70
697,69
697,69
698,69
696,69
697,69
695,69
690,69
681,68
671,67
662,66
647,64
623,62
590,59
553,55
520,52
505,50
459,45
430,43
407,40
397,39
397,39
397,39
398,39
397,39
397,39
398,39
396,39
388,38
371,37
342,34
307,30
270,27
230,23
187,18
152,15
128,12
121,12
121,12
120,12
121,12
121,12
121,12
122,12
123,12
120,12
108,10
89,8
65,6
41,4
20,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
