error, control
1012,1023
1012,1023
1013,1023
1013,1023
1013,1023
1013,1023
1013,1023
1013,1023
1014,1023
1013,1023
1014,1023
1015,1023
1015,1023
1015,1023
1008,1023
1009,1023
1009,1023
1010,1023
1010,1023
1009,1023
1010,1023
1010,1023
1011,1023
1009,1023
1010,1023
1009,1023
1009,1023
1009,1023
1009,1023
1010,1023
1010,1023
1009,1023
1009,1023
1010,1023
1010,1023
1010,1023
1010,1023
1009,1023
1010,1023
1010,1023
1010,1023
1011,1023
1010,1023
1009,1023
1010,1023
1011,1023
1011,1023
1012,1023
1012,1023
1012,1023
1013,1023
1012,1023
1012,1023
1012,1023
1012,1023
1011,1023
1004,1023
993,1023
981,1023
970,1023
957,1023
945,1023
933,1023
917,1023
902,1023
886,1023
871,1023
852,1023
835,1023
817,1023
799,1023
779,1023
760,1023
743,1023
722,1023
707,1023
691,1023
672,1023
654,1023
637,1019
618,988
600,960
585,936
565,904
547,875
527,843
509,814
489,782
473,756
453,724
435,696
417,667
399,638
383,612
366,585
354,566
339,542
325,520
312,499
298,476
287,459
275,440
261,417
250,400
238,380
227,363
214,342
203,324
193,308
180,288
170,272
159,254
146,233
136,217
123,196
113,180
102,163
91,145
79,126
66,105
56,89
43,68
32,51
21,33
10,16
-3,-4
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-7,-11
-3,-4
12,19
26,41
43,68
62,99
82,131
105,168
128,204
153,244
179,286
204,326
230,368
254,406
281,449
307,491
333,532
358,572
384,614
413,660
437,699
461,737
486,777
511,817
534,854
560,896
584,934
607,971
629,1006
654,1023
678,1023
700,1023
721,1023
740,1023
759,1023
777,1023
794,1023
809,1023
826,1023
841,1023
853,1023
866,1023
882,1023
894,1023
908,1023
922,1023
935,1023
948,1023
959,1023
971,1023
983,1023
994,1023
1008,1023
1013,1023
1013,1023
1013,1023
1013,1023
1014,1023
1013,1023
1015,1023
1014,1023
1012,1023
1014,1023
1014,1023
1015,1023
1013,1023
1014,1023
1013,1023
1014,1023
1015,1023
1014,1023
1013,1023
1013,1023
1013,1023
1015,1023
1013,1023
1013,1023
1014,1023
1013,1023
1012,1023
1013,1023
1013,1023
1013,1023
1014,1023
1014,1023
1014,1023
1014,1023
1013,1023
1013,1023
1014,1023
1013,1023
1013,1023
1013,1023
1015,1023
1013,1023
1013,1023
1013,1023
1013,1023
1013,1023
1013,1023
1014,1023
1013,1023
1013,1023
1013,1023
1013,1023
1014,1023
1014,1023
1014,1023
1013,1023
1014,1023
1013,1023
1014,1023
1014,1023
1015,1023
1013,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1013,1023
1014,1023
1013,1023
1014,1023
1014,1023
1014,1023
1015,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1013,1023
1014,1023
1014,1023
1014,1023
1013,1023
1013,1023
1014,1023
1015,1023
1014,1023
1014,1023
1014,1023
1014,1023
1015,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1015,1023
1014,1023
1014,1023
1014,1023
1013,1023
1014,1023
1014,1023
1014,1023
1014,1023
1012,1023
1014,1023
1014,1023
1015,1023
1015,1023
1013,1023
1014,1023
1014,1023
1015,1023
1014,1023
1014,1023
1013,1023
1013,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1013,1023
1014,1023
1013,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1013,1023
1014,1023
1014,1023
1014,1023
1014,1023
1015,1023
1014,1023
1014,1023
1014,1023
1014,1023
1012,1023
1014,1023
1014,1023
1015,1023
1014,1023
1016,1023
1014,1023
1014,1023
1013,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1013,1023
1013,1023
1014,1023
1014,1023
1013,1023
1014,1023
1014,1023
1014,1023
1013,1023
1014,1023
1013,1023
1014,1023
1013,1023
1014,1023
1014,1023
1015,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1013,1023
1014,1023
1014,1023
1014,1023
1013,1023
1013,1023
1014,1023
1014,1023
1014,1023
1013,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1013,1023
1015,1023
1013,1023
1014,1023
1014,1023
1015,1023
1014,1023
1014,1023
1015,1023
1015,1023
1014,1023
1014,1023
1013,1023
1014,1023
1013,1023
1014,1023
1014,1023
1013,1023
1014,1023
1014,1023
1015,1023
1013,1023
1013,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1012,1023
1014,1023
1014,1023
1013,1023
1013,1023
1012,1023
1013,1023
1013,1023
1014,1023
1014,1023
1014,1023
1013,1023
1015,1023
1014,1023
1014,1023
1014,1023
1014,1023
1013,1023
1014,1023
1014,1023
1014,1023
1014,1023
1014,1023
1015,1023
1014,1023
1013,1023
1014,1023
1014,1023
