error, control
357,714
373,746
373,746
373,746
370,740
373,746
373,746
373,746
373,746
373,746
373,746
373,746
369,738
372,744
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
370,740
373,746
373,746
373,746
373,746
373,746
373,746
373,746
372,744
363,726
352,704
345,690
335,670
326,652
318,636
303,606
295,590
288,576
280,560
273,546
270,540
266,532
261,522
256,512
251,502
246,492
242,484
235,470
223,446
213,426
205,410
195,390
184,368
175,350
166,332
162,324
146,292
143,286
130,260
116,232
101,202
77,154
61,122
46,92
33,66
18,36
10,20
3,6
0,0
0,0
0,0
0,0
-1,-2
0,0
0,0
-1,-2
-1,-2
-1,-2
0,0
-1,-2
0,0
-1,-2
-1,-2
-6,-12
-10,-20
-15,-30
-22,-44
-30,-60
-37,-74
-41,-82
-44,-88
-47,-94
-52,-104
-54,-108
-57,-114
-62,-124
-46,-92
-73,-146
-57,-114
-81,-162
-85,-170
-69,-138
-93,-186
-75,-150
-77,-154
-100,-200
-80,-160
-102,-204
-81,-162
-82,-164
-104,-208
-103,-206
-103,-206
-103,-206
-102,-204
-81,-162
-82,-164
-103,-206
-103,-206
-103,-206
-104,-208
-103,-206
-103,-206
-103,-206
-103,-206
-103,-206
-103,-206
-103,-206
-103,-206
-103,-206
-102,-204
-81,-162
-83,-166
-103,-206
-103,-206
-103,-206
-103,-206
-103,-206
-103,-206
-103,-206
-102,-204
-81,-162
-82,-164
-103,-206
-103,-206
-102,-204
-81,-162
-82,-164
-103,-206
-103,-206
-103,-206
-103,-206
-102,-204
-81,-162
-81,-162
-81,-162
-103,-206
-103,-206
-103,-206
-102,-204
-80,-160
-103,-206
-103,-206
-103,-206
-103,-206
-102,-204
-81,-162
-81,-162
-104,-208
-104,-208
-102,-204
-82,-164
-81,-162
-81,-162
-102,-204
-81,-162
-103,-206
-103,-206
-103,-206
-102,-204
-82,-164
-103,-206
-103,-206
-103,-206
-105,-210
-106,-212
-108,-216
-112,-224
-116,-232
-118,-236
-99,-198
-102,-204
-104,-208
-132,-264
-136,-272
-114,-228
-139,-278
-116,-232
-118,-236
-141,-282
-117,-234
-140,-280
-140,-280
-118,-236
-140,-280
-117,-234
-141,-282
-140,-280
-117,-234
-140,-280
-117,-234
-141,-282
-140,-280
-116,-232
-140,-280
-117,-234
-117,-234
-140,-280
-117,-234
-140,-280
-117,-234
-118,-236
-140,-280
-117,-234
-141,-282
-118,-236
-118,-236
-140,-280
-118,-236
-141,-282
-143,-286
-121,-242
-147,-294
-125,-250
-129,-258
-155,-310
-159,-318
-162,-324
-165,-330
-170,-340
-173,-346
-154,-308
-156,-312
-184,-368
-162,-324
-188,-376
-165,-330
-192,-384
-166,-332
-169,-338
-192,-384
-167,-334
-193,-386
-167,-334
-167,-334
-192,-384
-167,-334
-193,-386
-192,-384
-166,-332
-192,-384
-167,-334
-193,-386
-193,-386
-167,-334
-193,-386
-174,-348
-182,-364
-219,-438
-209,-418
-254,-508
-245,-490
-265,-530
-317,-634
-335,-670
-323,-646
-373,-746
-356,-712
-373,-746
-426,-852
-443,-886
-462,-924
-442,-884
-502,-1004
-481,-962
-504,-1008
-522,-1023
-541,-1023
-562,-1023
-581,-1023
-603,-1023
-605,-1023
-605,-1023
-604,-1023
-605,-1023
-604,-1023
-605,-1023
-605,-1023
-605,-1023
-605,-1023
-604,-1023
-604,-1023
-604,-1023
-605,-1023
-604,-1023
-604,-1023
-604,-1023
-604,-1023
-605,-1023
-604,-1023
-605,-1023
-605,-1023
-605,-1023
-605,-1023
-604,-1023
-604,-1023
-604,-1023
-604,-1023
-604,-1023
-605,-1023
-604,-1023
-604,-1023
-605,-1023
-605,-1023
-588,-1023
-557,-1023
-521,-1023
-479,-958
-411,-822
-399,-798
-360,-720
-358,-716
-290,-580
-253,-506
-215,-430
-204,-408
-146,-292
-140,-280
-87,-174
-61,-122
-54,-108
-26,-52
0,0
26,52
63,126
87,174
109,218
125,250
129,258
142,284
155,310
165,330
174,348
182,364
188,376
191,382
197,394
189,378
185,370
181,362
180,360
177,354
171,342
171,342
169,338
170,340
168,336
181,362
198,396
225,450
254,508
292,584
329,658
365,730
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
370,740
373,746
373,746
371,742
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
369,738
372,744
372,744
373,746
373,746
373,746
373,746
349,698
312,624
269,538
228,456
192,384
150,300
115,230
83,166
60,120
46,92
39,78
38,76
39,78
39,78
48,96
51,102
48,96
53,106
55,110
55,110
57,114
52,104
47,94
39,78
33,66
37,74
23,46
20,40
18,36
19,38
26,52
16,32
17,34
17,34
18,36
16,32
16,32
16,32
12,24
10,20
9,18
8,16
8,16
10,20
8,16
8,16
17,34
9,18
19,38
8,16
8,16
7,14
9,18
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
17,34
8,16
8,16
6,12
6,12
5,10
4,8
4,8
3,6
4,8
1,2
0,0
-1,-2
-2,-4
-5,-10
-7,-14
-8,-16
-9,-18
-9,-18
-10,-20
-9,-18
-9,-18
-8,-16
-8,-16
-10,-20
-8,-16
-9,-18
-9,-18
-9,-18
-9,-18
-9,-18
-9,-18
-8,-16
-9,-18
-8,-16
-10,-20
-9,-18
-8,-16
-9,-18
-9,-18
-9,-18
-9,-18
-9,-18
-9,-18
-9,-18
-9,-18
-8,-16
-9,-18
-10,-20
-9,-18
-10,-20
-9,-18
-9,-18
-10,-20
-11,-22
-12,-24
-15,-30
-17,-34
-21,-42
-23,-46
-27,-54
-34,-68
-37,-74
-41,-82
-43,-86
-33,-66
-49,-98
-51,-102
-41,-82
-57,-114
-50,-100
-48,-96
-63,-126
-63,-126
-63,-126
-51,-102
-49,-98
-64,-128
-49,-98
-64,-128
-64,-128
-64,-128
-64,-128
-49,-98
-63,-126
-63,-126
-63,-126
-63,-126
-49,-98
-64,-128
-63,-126
-64,-128
-64,-128
-49,-98
-63,-126
-63,-126
-63,-126
-63,-126
-50,-100
-48,-96
-63,-126
-50,-100
-63,-126
-51,-102
-49,-98
-62,-124
-49,-98
-63,-126
-63,-126
-64,-128
-64,-128
-50,-100
-49,-98
-64,-128
-64,-128
-63,-126
-50,-100
-49,-98
-63,-126
-64,-128
-63,-126
-50,-100
-49,-98
-63,-126
-62,-124
-64,-128
-51,-102
-50,-100
-49,-98
-63,-126
-63,-126
-64,-128
-64,-128
-63,-126
-49,-98
-63,-126
-64,-128
-64,-128
-64,-128
-50,-100
-49,-98
-63,-126
-63,-126
-63,-126
-49,-98
-63,-126
-63,-126
-62,-124
-64,-128
-50,-100
-49,-98
-64,-128
-50,-100
-63,-126
-50,-100
-49,-98
-64,-128
-50,-100
-49,-98
-64,-128
-63,-126
-64,-128
-50,-100
-49,-98
-63,-126
-63,-126
-64,-128
-49,-98
-64,-128
-63,-126
-63,-126
-63,-126
-50,-100
-50,-100
-49,-98
-63,-126
-64,-128
-50,-100
-49,-98
-64,-128
-51,-102
-51,-102
-49,-98
-64,-128
-63,-126
-50,-100
-49,-98
-63,-126
-63,-126
-64,-128
-50,-100
-48,-96
-64,-128
-63,-126
-64,-128
-50,-100
-50,-100
-48,-96
-64,-128
-64,-128
-51,-102
-51,-102
-52,-104
-69,-138
-72,-144
-58,-116
-77,-154
-80,-160
-70,-140
-89,-178
-78,-156
-83,-166
-103,-206
-110,-220
-115,-230
-119,-238
-123,-246
-127,-254
-114,-228
-133,-266
-117,-234
-136,-272
-137,-274
-120,-240
-136,-272
-120,-240
-121,-242
-136,-272
-120,-240
-135,-270
-120,-240
-120,-240
-135,-270
-120,-240
-136,-272
-135,-270
-120,-240
-135,-270
-121,-242
-136,-272
-136,-272
-120,-240
-136,-272
-120,-240
-137,-274
-138,-276
-124,-248
-143,-286
-130,-260
-134,-268
-150,-300
-137,-274
-137,-274
-142,-284
-145,-290
-165,-330
-167,-334
-171,-342
-173,-346
-158,-316
-177,-354
-160,-320
-177,-354
-177,-354
-160,-320
-177,-354
-160,-320
-177,-354
-177,-354
-159,-318
-177,-354
-177,-354
-159,-318
-177,-354
-159,-318
-176,-352
-177,-354
-160,-320
-177,-354
-160,-320
-178,-356
-177,-354
-163,-326
-183,-366
-169,-338
-190,-380
-195,-390
-182,-364
-206,-412
-212,-424
-219,-438
-224,-448
-212,-424
-235,-470
-219,-438
-240,-480
-240,-480
-221,-442
-240,-480
-221,-442
-221,-442
-240,-480
-221,-442
-240,-480
-221,-442
-221,-442
-240,-480
-220,-440
-239,-478
-240,-480
-220,-440
-242,-484
-228,-456
-255,-510
-240,-480
-249,-498
-257,-514
-286,-572
-274,-548
-299,-598
-282,-564
-307,-614
-284,-568
-285,-570
-305,-610
-284,-568
-305,-610
-283,-566
-284,-568
-305,-610
-283,-566
-306,-612
-283,-566
-283,-566
-306,-612
-285,-570
-288,-576
-314,-628
-301,-602
-306,-612
-313,-626
-343,-686
-349,-698
-332,-664
-361,-722
-365,-730
-366,-732
-366,-732
-343,-686
-368,-736
-366,-732
-366,-732
-366,-732
-366,-732
-366,-732
-365,-730
-366,-732
-366,-732
-366,-732
-366,-732
-367,-734
-344,-688
-366,-732
-366,-732
-366,-732
-369,-738
-350,-700
-378,-756
-380,-760
-362,-724
-393,-786
-375,-750
-406,-812
-385,-770
-390,-780
-418,-836
-394,-788
-398,-796
-397,-794
-398,-796
-422,-844
-395,-790
-398,-796
-397,-794
-397,-794
-422,-844
-421,-842
-422,-844
-422,-844
-400,-800
-434,-868
-413,-826
-451,-902
-464,-928
-452,-904
-467,-934
-502,-1004
-482,-964
-516,-1023
-492,-984
-520,-1023
-493,-986
-494,-988
-520,-1023
-492,-984
-522,-1023
-493,-986
-494,-988
-520,-1023
-493,-986
-494,-988
-521,-1023
-498,-996
-548,-1023
-556,-1023
-592,-1023
-618,-1023
-620,-1023
-619,-1023
-619,-1023
-620,-1023
-619,-1023
-620,-1023
-619,-1023
-620,-1023
-619,-1023
-620,-1023
-619,-1023
-619,-1023
-620,-1023
-621,-1023
-618,-1023
-621,-1023
-619,-1023
-620,-1023
-620,-1023
-620,-1023
-619,-1023
-619,-1023
-620,-1023
-620,-1023
-620,-1023
-619,-1023
-619,-1023
-620,-1023
-619,-1023
-620,-1023
-597,-1023
-619,-1023
-619,-1023
-619,-1023
-620,-1023
-619,-1023
-619,-1023
-619,-1023
-620,-1023
-619,-1023
-620,-1023
-620,-1023
-620,-1023
-619,-1023
-620,-1023
-620,-1023
-595,-1023
-620,-1023
-620,-1023
-619,-1023
-620,-1023
-620,-1023
-620,-1023
-620,-1023
-620,-1023
-620,-1023
-619,-1023
-619,-1023
-620,-1023
-620,-1023
-620,-1023
-615,-1023
-562,-1023
-549,-1023
-504,-1008
-457,-914
-407,-814
-356,-712
-300,-600
-248,-496
-209,-418
-151,-302
-74,-148
-26,-52
36,72
72,144
116,232
157,314
189,378
217,434
241,482
267,534
293,586
316,632
336,672
356,712
373,746
373,746
373,746
370,740
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
370,740
373,746
372,744
371,742
373,746
373,746
368,736
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
373,746
370,740
372,744
372,744
373,746
362,724
333,666
303,606
271,542
237,474
198,396
150,300
94,188
47,94
1,2
-46,-92
-101,-202
-144,-288
-199,-398
-280,-560
-322,-644
-401,-802
-414,-828
-485,-970
-559,-1023
-576,-1023
-616,-1023
-620,-1023
-622,-1023
-622,-1023
-622,-1023
-623,-1023
-623,-1023
-624,-1023
-624,-1023
-623,-1023
-623,-1023
-627,-1023
-607,-1023
-604,-1023
-623,-1023
-624,-1023
-625,-1023
-624,-1023
